ad_id,title,property_type,listing_type,location,district,detailed_address,price_lkr,price_type,bedrooms,bathrooms,land_size,land_size_unit,property_size_sqft,description,posted_date,posted_by,url,scraped_at
AD100083,4 Bedroom Apartment for Sale in Kelaniya,Apartment,Sale,Kelaniya,Gampaha,"Kelaniya, Gampaha",51554000,Total Price,4,4,,,1769,Semi-furnished apartment with balcony. Great for families. Fully Furnished. Amenities: Swimming Pool. Located on floor 16.,2025-10-26,Agent,https://properties.lk/apartment/100083,2026-02-22 21:23:18
AD100084,1 Bedroom Apartment for Sale in Rajagiriya,Apartment,Sale,Rajagiriya,Colombo,"Rajagiriya, Colombo",40440000,Total Price,1,1,,,883,Penthouse apartment with rooftop terrace. Panoramic city views. Amenities: Gym. Located on floor 1.,2025-09-20,Agent,https://properties.lk/apartment/100084,2026-02-22 21:23:18
AD100085,Skyline Towers – 1 Bedroom Apartment in Ja-Ela,Apartment,Rent,Ja-Ela,Gampaha,"Ja-Ela, Gampaha",94000,Per Month,1,1,,,484,Semi-furnished apartment with balcony. Great for families. Semi Furnished. Amenities: Gym and Pool. Located on floor 38.,2025-11-14,Agent,https://properties.lk/apartment/100085,2026-02-22 21:23:18
AD100086,Monarch – 1 Bedroom Apartment in Negombo City,Apartment,Sale,Negombo City,Negombo,"Negombo City, Negombo",20834000,Total Price,1,1,,,730,Newly built apartment with all modern amenities. Swimming pool and gym. Located on floor 8.,2025-09-22,Developer,https://properties.lk/apartment/100086,2026-02-22 21:23:18
AD100087,Blue Ocean – 4 Bedroom Apartment in Batticaloa City,Apartment,Rent,Batticaloa City,Batticaloa,"Batticaloa City, Batticaloa",236000,Per Month,4,4,,,2711,Duplex apartment with high ceilings. Premium finishes throughout. Semi Furnished. Parking available. Amenities: Gym and Pool. Located on floor 18.,2026-01-03,Owner,https://properties.lk/apartment/100087,2026-02-22 21:23:18
AD100088,ITC One – 2 Bedroom Apartment in Jaffna City,Apartment,Sale,Jaffna City,Jaffna,"Jaffna City, Jaffna",40785000,Total Price,2,2,,,1391,Newly built apartment with all modern amenities. Swimming pool and gym. Parking available. Amenities: Gym. Located on floor 37.,2025-08-28,Developer,https://properties.lk/apartment/100088,2026-02-22 21:23:18
AD100089,1 Bedroom Apartment for Rent in Kurunegala City,Apartment,Rent,Kurunegala City,Kurunegala,"Kurunegala City, Kurunegala",50000,Per Month,1,1,,,639,Semi-furnished apartment with balcony. Great for families. Semi Furnished. Amenities: Gym. Located on floor 27.,2025-10-24,Owner,https://properties.lk/apartment/100089,2026-02-22 21:23:18
AD100090,3 Bedroom Apartment for Rent in Narahenpita,Apartment,Rent,Narahenpita,Colombo,"Narahenpita, Colombo",368000,Per Month,3,3,,,1861,Duplex apartment with high ceilings. Premium finishes throughout. Semi Furnished. Amenities: Swimming Pool. Located on floor 11.,2025-11-18,Developer,https://properties.lk/apartment/100090,2026-02-22 21:23:18
AD100091,Blue Ocean – 1 Bedroom Apartment in Batticaloa City,Apartment,Sale,Batticaloa City,Batticaloa,"Batticaloa City, Batticaloa",17402000,Total Price,1,1,,,805,Modern apartment with stunning views. Well-maintained and ready to move in. Parking available. Located on floor 27.,2025-11-12,Developer,https://properties.lk/apartment/100091,2026-02-22 21:23:18
AD100092,3 Bedroom Apartment for Sale in Nugegoda,Apartment,Sale,Nugegoda,Colombo,"Nugegoda, Colombo",63990000,Total Price,3,3,,,1140,Duplex apartment with high ceilings. Premium finishes throughout. Semi Furnished. Parking available. Amenities: Gym and Pool. Located on floor 8.,2025-08-27,Owner,https://properties.lk/apartment/100092,2026-02-22 21:23:18
AD100093,Monarch – 4 Bedroom Apartment in Kochchikade,Apartment,Rent,Kochchikade,Negombo,"Kochchikade, Negombo",236000,Per Month,4,4,,,1098,Fully furnished apartment with parking. 24/7 security. Parking available. Amenities: Gym and Pool. Located on floor 32.,2025-12-06,Owner,https://properties.lk/apartment/100093,2026-02-22 21:23:18
AD100094,Clearpoint – 1 Bedroom Apartment in Dehiwala,Apartment,Rent,Dehiwala,Colombo,"Dehiwala, Colombo",347000,Per Month,1,1,,,903,Fully furnished apartment with parking. 24/7 security. Parking available. Amenities: Gym and Pool. Located on floor 17.,2025-09-28,Agent,https://properties.lk/apartment/100094,2026-02-22 21:23:18
AD100095,1 Bedroom Apartment for Sale in Colombo 03,Apartment,Sale,Colombo 03,Colombo,"Colombo 03, Colombo",33365000,Total Price,1,1,,,828,Penthouse apartment with rooftop terrace. Panoramic city views. Fully Furnished. Located on floor 29.,2025-12-19,Developer,https://properties.lk/apartment/100095,2026-02-22 21:23:18
AD100096,The Grand – 2 Bedroom Apartment in Colombo 03,Apartment,Sale,Colombo 03,Colombo,"Colombo 03, Colombo",107686000,Total Price,2,1,,,1234,Newly built apartment with all modern amenities. Swimming pool and gym. Located on floor 10.,2026-01-18,Owner,https://properties.lk/apartment/100096,2026-02-22 21:23:18
AD100097,Krrish Square – 2 Bedroom Apartment in Wadduwa,Apartment,Sale,Wadduwa,Kalutara,"Wadduwa, Kalutara",20653000,Total Price,2,2,,,546,Fully furnished apartment with parking. 24/7 security. Amenities: Swimming Pool. Located on floor 33.,2025-12-10,Agent,https://properties.lk/apartment/100097,2026-02-22 21:23:18
AD100098,2 Bedroom Apartment for Sale in Matara City,Apartment,Sale,Matara City,Matara,"Matara City, Matara",24509000,Total Price,2,2,,,1155,Duplex apartment with high ceilings. Premium finishes throughout. Parking available. Located on floor 23.,2025-11-19,Developer,https://properties.lk/apartment/100098,2026-02-22 21:23:18
AD100099,Cinnamon Life – 1 Bedroom Apartment in Colombo 03,Apartment,Rent,Colombo 03,Colombo,"Colombo 03, Colombo",165000,Per Month,1,1,,,629,Penthouse apartment with rooftop terrace. Panoramic city views. Parking available. Located on floor 27.,2025-10-30,Owner,https://properties.lk/apartment/100099,2026-02-22 21:23:18
AD100100,2 Bedroom Apartment for Rent in Wadduwa,Apartment,Rent,Wadduwa,Kalutara,"Wadduwa, Kalutara",90000,Per Month,2,1,,,791,Modern apartment with stunning views. Well-maintained and ready to move in. Fully Furnished. Parking available. Located on floor 9.,2026-01-20,Owner,https://properties.lk/apartment/100100,2026-02-22 21:23:18
AD100101,3 Bedroom Apartment for Sale in Rajagiriya,Apartment,Sale,Rajagiriya,Colombo,"Rajagiriya, Colombo",108333000,Total Price,3,2,,,1634,Sea-facing apartment with beach access. Restaurant and spa on-site. Parking available. Amenities: Gym. Located on floor 22.,2025-11-20,Agent,https://properties.lk/apartment/100101,2026-02-22 21:23:18
AD100102,1 Bedroom Apartment for Sale in Colombo 09,Apartment,Sale,Colombo 09,Colombo,"Colombo 09, Colombo",37790000,Total Price,1,1,,,835,Fully furnished apartment with parking. 24/7 security. Located on floor 15.,2025-09-18,Agent,https://properties.lk/apartment/100102,2026-02-22 21:23:18
AD100103,1 Bedroom Apartment for Sale in Unawatuna,Apartment,Sale,Unawatuna,Galle,"Unawatuna, Galle",10633000,Total Price,1,1,,,457,Spacious luxury apartment in prime location. Close to schools and shopping. Amenities: Gym and Pool. Located on floor 4.,2025-10-04,Developer,https://properties.lk/apartment/100103,2026-02-22 21:23:18
AD100104,Platinum One Suites – 5 Bedroom Apartment in Colombo 10,Apartment,Sale,Colombo 10,Colombo,"Colombo 10, Colombo",201909000,Total Price,5,4,,,2495,Duplex apartment with high ceilings. Premium finishes throughout. Fully Furnished. Amenities: Gym and Pool. Located on floor 30.,2025-10-03,Owner,https://properties.lk/apartment/100104,2026-02-22 21:23:18
AD100105,2 Bedroom Apartment for Sale in Kandy City,Apartment,Sale,Kandy City,Kandy,"Kandy City, Kandy",32113000,Total Price,2,2,,,1258,Duplex apartment with high ceilings. Premium finishes throughout. Semi Furnished. Amenities: Swimming Pool. Located on floor 3.,2025-10-25,Developer,https://properties.lk/apartment/100105,2026-02-22 21:23:18
AD100106,2 Bedroom Apartment for Sale in Kaduwela,Apartment,Sale,Kaduwela,Gampaha,"Kaduwela, Gampaha",9700000,Total Price,2,2,,,483,Penthouse apartment with rooftop terrace. Panoramic city views. Amenities: Gym. Located on floor 9.,2025-10-12,Agent,https://properties.lk/apartment/100106,2026-02-22 21:23:18
AD100107,4 Bedroom Apartment for Sale in Kurunegala City,Apartment,Sale,Kurunegala City,Kurunegala,"Kurunegala City, Kurunegala",18192000,Total Price,4,3,,,1366,Budget-friendly apartment near public transport. Well-connected area. Semi Furnished. Parking available. Amenities: Gym and Pool. Located on floor 9.,2026-02-11,Owner,https://properties.lk/apartment/100107,2026-02-22 21:23:18
AD100108,4 Bedroom Apartment for Sale in Narahenpita,Apartment,Sale,Narahenpita,Colombo,"Narahenpita, Colombo",124562000,Total Price,4,4,,,2095,Compact studio apartment. Ideal for young professionals. Amenities: Gym. Located on floor 17.,2025-12-07,Agent,https://properties.lk/apartment/100108,2026-02-22 21:23:18
AD100109,Monarch – 3 Bedroom Apartment in Colombo 02,Apartment,Sale,Colombo 02,Colombo,"Colombo 02, Colombo",119157000,Total Price,3,3,,,1469,Sea-facing apartment with beach access. Restaurant and spa on-site. Parking available. Amenities: Gym and Pool. Located on floor 21.,2025-10-01,Owner,https://properties.lk/apartment/100109,2026-02-22 21:23:18
AD100110,Luxury Residencies – 2 Bedroom Apartment in Mount Lavinia,Apartment,Sale,Mount Lavinia,Colombo,"Mount Lavinia, Colombo",41685000,Total Price,2,2,,,543,Fully furnished apartment with parking. 24/7 security. Amenities: Gym and Pool. Located on floor 9.,2026-01-12,Agent,https://properties.lk/apartment/100110,2026-02-22 21:23:18
AD100111,2 Bedroom Apartment for Rent in Nallur,Apartment,Rent,Nallur,Jaffna,"Nallur, Jaffna",82000,Per Month,2,2,,,794,Semi-furnished apartment with balcony. Great for families. Parking available. Amenities: Swimming Pool. Located on floor 12.,2025-10-18,Developer,https://properties.lk/apartment/100111,2026-02-22 21:23:18
AD100112,3 Bedroom Apartment for Sale in Matara City,Apartment,Sale,Matara City,Matara,"Matara City, Matara",28147000,Total Price,3,3,,,1347,Modern apartment with stunning views. Well-maintained and ready to move in. Parking available. Located on floor 24.,2025-09-29,Developer,https://properties.lk/apartment/100112,2026-02-22 21:23:18
AD100113,Capitol TwinPeaks – 1 Bedroom Apartment in Havelock Town,Apartment,Sale,Havelock Town,Colombo,"Havelock Town, Colombo",34219000,Total Price,1,1,,,843,Newly built apartment with all modern amenities. Swimming pool and gym. Amenities: Gym and Pool. Located on floor 22.,2026-01-02,Developer,https://properties.lk/apartment/100113,2026-02-22 21:23:18
AD100114,1 Bedroom Apartment for Sale in Kelaniya,Apartment,Sale,Kelaniya,Gampaha,"Kelaniya, Gampaha",11476000,Total Price,1,1,,,705,Newly built apartment with all modern amenities. Swimming pool and gym. Semi Furnished. Amenities: Gym and Pool. Located on floor 31.,2025-11-13,Developer,https://properties.lk/apartment/100114,2026-02-22 21:23:18
AD100115,Altair – 3 Bedroom Apartment in Wadduwa,Apartment,Sale,Wadduwa,Kalutara,"Wadduwa, Kalutara",60720000,Total Price,3,2,,,1876,Budget-friendly apartment near public transport. Well-connected area. Amenities: Swimming Pool. Located on floor 25.,2025-10-23,Agent,https://properties.lk/apartment/100115,2026-02-22 21:23:18
AD100116,Elements – 4 Bedroom Apartment in Jaffna City,Apartment,Sale,Jaffna City,Jaffna,"Jaffna City, Jaffna",65398000,Total Price,4,4,,,2261,Penthouse apartment with rooftop terrace. Panoramic city views. Semi Furnished. Parking available. Located on floor 6.,2025-11-06,Owner,https://properties.lk/apartment/100116,2026-02-22 21:23:18
AD100117,3 Bedroom Apartment for Rent in Kaduwela,Apartment,Rent,Kaduwela,Gampaha,"Kaduwela, Gampaha",102000,Per Month,3,2,,,784,Duplex apartment with high ceilings. Premium finishes throughout. Amenities: Gym. Located on floor 29.,2025-10-08,Agent,https://properties.lk/apartment/100117,2026-02-22 21:23:18
AD100118,4 Bedroom Apartment for Sale in Peliyagoda,Apartment,Sale,Peliyagoda,Gampaha,"Peliyagoda, Gampaha",34769000,Total Price,4,4,,,1589,Duplex apartment with high ceilings. Premium finishes throughout. Amenities: Gym. Located on floor 18.,2025-12-02,Agent,https://properties.lk/apartment/100118,2026-02-22 21:23:18
AD100119,1 Bedroom Apartment for Sale in Colombo 09,Apartment,Sale,Colombo 09,Colombo,"Colombo 09, Colombo",36706000,Total Price,1,1,,,648,Spacious luxury apartment in prime location. Close to schools and shopping. Parking available. Amenities: Gym and Pool. Located on floor 8.,2025-11-25,Agent,https://properties.lk/apartment/100119,2026-02-22 21:23:18
AD100120,2 Bedroom Apartment for Rent in Hikkaduwa,Apartment,Rent,Hikkaduwa,Galle,"Hikkaduwa, Galle",115000,Per Month,2,2,,,1151,Sea-facing apartment with beach access. Restaurant and spa on-site. Semi Furnished. Parking available. Amenities: Swimming Pool. Located on floor 38.,2025-12-26,Developer,https://properties.lk/apartment/100120,2026-02-22 21:23:18
AD100121,96 Residencies – 3 Bedroom Apartment in Colombo 04,Apartment,Rent,Colombo 04,Colombo,"Colombo 04, Colombo",297000,Per Month,3,2,,,843,Semi-furnished apartment with balcony. Great for families. Amenities: Gym. Located on floor 29.,2025-12-01,Agent,https://properties.lk/apartment/100121,2026-02-22 21:23:18
AD100122,3 Bedroom Apartment for Sale in Galle City,Apartment,Sale,Galle City,Galle,"Galle City, Galle",27645000,Total Price,3,2,,,1244,Semi-furnished apartment with balcony. Great for families. Amenities: Gym. Located on floor 1.,2026-02-12,Owner,https://properties.lk/apartment/100122,2026-02-22 21:23:18
AD100123,2 Bedroom Apartment for Sale in Colombo 04,Apartment,Sale,Colombo 04,Colombo,"Colombo 04, Colombo",47910000,Total Price,2,2,,,1341,Spacious luxury apartment in prime location. Close to schools and shopping. Amenities: Gym. Located on floor 31.,2025-11-29,Owner,https://properties.lk/apartment/100123,2026-02-22 21:23:18
AD100124,5 Bedroom Apartment for Sale in Kalutara City,Apartment,Sale,Kalutara City,Kalutara,"Kalutara City, Kalutara",60732000,Total Price,5,5,,,2212,Spacious luxury apartment in prime location. Close to schools and shopping. Amenities: Gym and Pool. Located on floor 10.,2025-11-11,Developer,https://properties.lk/apartment/100124,2026-02-22 21:23:18
AD100125,On320 – 3 Bedroom Apartment in Colombo 05,Apartment,Rent,Colombo 05,Colombo,"Colombo 05, Colombo",526000,Per Month,3,3,,,1341,Fully furnished apartment with parking. 24/7 security. Fully Furnished. Amenities: Gym and Pool. Located on floor 35.,2026-02-06,Developer,https://properties.lk/apartment/100125,2026-02-22 21:23:18
AD100126,3 Bedroom Apartment for Sale in Colombo 10,Apartment,Sale,Colombo 10,Colombo,"Colombo 10, Colombo",75725000,Total Price,3,2,,,1147,Duplex apartment with high ceilings. Premium finishes throughout. Semi Furnished. Parking available. Amenities: Gym. Located on floor 22.,2026-01-13,Agent,https://properties.lk/apartment/100126,2026-02-22 21:23:18
AD100127,3 Bedroom Apartment for Sale in Kalutara City,Apartment,Sale,Kalutara City,Kalutara,"Kalutara City, Kalutara",45288000,Total Price,3,2,,,1823,Sea-facing apartment with beach access. Restaurant and spa on-site. Fully Furnished. Located on floor 14.,2025-11-21,Owner,https://properties.lk/apartment/100127,2026-02-22 21:23:18
AD100128,ITC One – 3 Bedroom Apartment in Batticaloa City,Apartment,Sale,Batticaloa City,Batticaloa,"Batticaloa City, Batticaloa",51698000,Total Price,3,2,,,1978,Modern apartment with stunning views. Well-maintained and ready to move in. Parking available. Located on floor 12.,2025-10-28,Owner,https://properties.lk/apartment/100128,2026-02-22 21:23:18
AD100129,Altair – 3 Bedroom Apartment in Maharagama,Apartment,Sale,Maharagama,Gampaha,"Maharagama, Gampaha",42728000,Total Price,3,3,,,988,Sea-facing apartment with beach access. Restaurant and spa on-site. Amenities: Swimming Pool. Located on floor 1.,2026-02-06,Owner,https://properties.lk/apartment/100129,2026-02-22 21:23:18
AD100130,2 Bedroom Apartment for Sale in Nallur,Apartment,Sale,Nallur,Jaffna,"Nallur, Jaffna",17238000,Total Price,2,2,,,868,Sea-facing apartment with beach access. Restaurant and spa on-site. Amenities: Swimming Pool. Located on floor 27.,2026-01-18,Developer,https://properties.lk/apartment/100130,2026-02-22 21:23:18
AD100131,3 Bedroom Apartment for Sale in Matara City,Apartment,Sale,Matara City,Matara,"Matara City, Matara",20669000,Total Price,3,3,,,973,Sea-facing apartment with beach access. Restaurant and spa on-site. Located on floor 18.,2025-11-16,Owner,https://properties.lk/apartment/100131,2026-02-22 21:23:18
AD100132,2 Bedroom Apartment for Sale in Rajagiriya,Apartment,Sale,Rajagiriya,Colombo,"Rajagiriya, Colombo",46415000,Total Price,2,2,,,761,Spacious luxury apartment in prime location. Close to schools and shopping. Semi Furnished. Parking available. Amenities: Swimming Pool.,2025-09-22,Owner,https://properties.lk/apartment/100132,2026-02-22 21:23:18
AD100133,Platinum One Suites – 2 Bedroom Apartment in Peliyagoda,Apartment,Sale,Peliyagoda,Gampaha,"Peliyagoda, Gampaha",52389000,Total Price,2,1,,,1159,Budget-friendly apartment near public transport. Well-connected area. Parking available. Amenities: Gym and Pool. Located on floor 7.,2025-09-21,Developer,https://properties.lk/apartment/100133,2026-02-22 21:23:18
AD100134,Havelock City – 2 Bedroom Apartment in Kurunegala City,Apartment,Sale,Kurunegala City,Kurunegala,"Kurunegala City, Kurunegala",24330000,Total Price,2,1,,,949,Modern apartment with stunning views. Well-maintained and ready to move in. Located on floor 10.,2025-11-25,Developer,https://properties.lk/apartment/100134,2026-02-22 21:23:18
AD100135,5 Bedroom Apartment for Sale in Hikkaduwa,Apartment,Sale,Hikkaduwa,Galle,"Hikkaduwa, Galle",66129000,Total Price,5,5,,,1737,Newly built apartment with all modern amenities. Swimming pool and gym. Semi Furnished. Parking available. Amenities: Gym and Pool. Located on floor 29.,2025-10-26,Owner,https://properties.lk/apartment/100135,2026-02-22 21:23:18
AD100136,3 Bedroom Apartment for Sale in Digana,Apartment,Sale,Digana,Kandy,"Digana, Kandy",34877000,Total Price,3,3,,,1200,Modern apartment with stunning views. Well-maintained and ready to move in. Fully Furnished. Amenities: Gym. Located on floor 22.,2025-12-15,Agent,https://properties.lk/apartment/100136,2026-02-22 21:23:18
AD100137,ITC One – 1 Bedroom Apartment in Hikkaduwa,Apartment,Sale,Hikkaduwa,Galle,"Hikkaduwa, Galle",27650000,Total Price,1,1,,,651,Duplex apartment with high ceilings. Premium finishes throughout. Semi Furnished. Amenities: Swimming Pool. Located on floor 12.,2025-12-21,Developer,https://properties.lk/apartment/100137,2026-02-22 21:23:18
AD100138,2 Bedroom Apartment for Rent in Peradeniya,Apartment,Rent,Peradeniya,Kandy,"Peradeniya, Kandy",113000,Per Month,2,1,,,977,Duplex apartment with high ceilings. Premium finishes throughout. Located on floor 18.,2026-01-27,Developer,https://properties.lk/apartment/100138,2026-02-22 21:23:18
AD100139,2 Bedroom Apartment for Sale in Battaramulla,Apartment,Sale,Battaramulla,Gampaha,"Battaramulla, Gampaha",14444000,Total Price,2,2,,,768,Semi-furnished apartment with balcony. Great for families. Fully Furnished. Located on floor 8.,2026-01-13,Owner,https://properties.lk/apartment/100139,2026-02-22 21:23:18
AD100140,3 Bedroom Apartment for Sale in Nugegoda,Apartment,Sale,Nugegoda,Colombo,"Nugegoda, Colombo",80592000,Total Price,3,2,,,1443,Newly built apartment with all modern amenities. Swimming pool and gym. Parking available. Amenities: Gym and Pool. Located on floor 30.,2026-01-17,Developer,https://properties.lk/apartment/100140,2026-02-22 21:23:18
AD100141,3 Bedroom Apartment for Sale in Kaduwela,Apartment,Sale,Kaduwela,Gampaha,"Kaduwela, Gampaha",38173000,Total Price,3,3,,,1625,Modern apartment with stunning views. Well-maintained and ready to move in. Semi Furnished. Parking available. Amenities: Gym. Located on floor 39.,2025-12-28,Developer,https://properties.lk/apartment/100141,2026-02-22 21:23:18
AD100142,4 Bedroom Apartment for Rent in Ja-Ela,Apartment,Rent,Ja-Ela,Gampaha,"Ja-Ela, Gampaha",123000,Per Month,4,4,,,1356,Modern apartment with stunning views. Well-maintained and ready to move in. Amenities: Gym and Pool. Located on floor 32.,2025-10-16,Developer,https://properties.lk/apartment/100142,2026-02-22 21:23:18
AD100143,1 Bedroom Apartment for Sale in Galle City,Apartment,Sale,Galle City,Galle,"Galle City, Galle",8066000,Total Price,1,1,,,400,Penthouse apartment with rooftop terrace. Panoramic city views. Amenities: Swimming Pool. Located on floor 21.,2025-11-10,Agent,https://properties.lk/apartment/100143,2026-02-22 21:23:18
AD100144,4 Bedroom Apartment for Sale in Peradeniya,Apartment,Sale,Peradeniya,Kandy,"Peradeniya, Kandy",35378000,Total Price,4,4,,,1403,Spacious luxury apartment in prime location. Close to schools and shopping. Fully Furnished. Amenities: Gym. Located on floor 2.,2025-10-17,Agent,https://properties.lk/apartment/100144,2026-02-22 21:23:18
AD100145,3 Bedroom Apartment for Sale in Unawatuna,Apartment,Sale,Unawatuna,Galle,"Unawatuna, Galle",28760000,Total Price,3,3,,,1454,Newly built apartment with all modern amenities. Swimming pool and gym. Amenities: Swimming Pool. Located on floor 3.,2025-12-03,Owner,https://properties.lk/apartment/100145,2026-02-22 21:23:18
AD100146,1 Bedroom Apartment for Rent in Jaffna City,Apartment,Rent,Jaffna City,Jaffna,"Jaffna City, Jaffna",52000,Per Month,1,1,,,584,Spacious luxury apartment in prime location. Close to schools and shopping. Amenities: Gym. Located on floor 33.,2025-10-16,Developer,https://properties.lk/apartment/100146,2026-02-22 21:23:18
AD100147,3 Bedroom Apartment for Sale in Jaffna City,Apartment,Sale,Jaffna City,Jaffna,"Jaffna City, Jaffna",22231000,Total Price,3,3,,,1478,Fully furnished apartment with parking. 24/7 security. Located on floor 39.,2025-11-22,Developer,https://properties.lk/apartment/100147,2026-02-22 21:23:18
AD100148,4 Bedroom Apartment for Sale in Batticaloa City,Apartment,Sale,Batticaloa City,Batticaloa,"Batticaloa City, Batticaloa",24811000,Total Price,4,3,,,1274,Newly built apartment with all modern amenities. Swimming pool and gym. Parking available. Located on floor 4.,2025-11-14,Agent,https://properties.lk/apartment/100148,2026-02-22 21:23:18
AD100149,Emperor – 2 Bedroom Apartment in Colombo 03,Apartment,Sale,Colombo 03,Colombo,"Colombo 03, Colombo",48645000,Total Price,2,2,,,680,Spacious luxury apartment in prime location. Close to schools and shopping. Parking available. Amenities: Swimming Pool. Located on floor 31.,2025-11-23,Developer,https://properties.lk/apartment/100149,2026-02-22 21:23:18
AD100150,1 Bedroom Apartment for Rent in Colombo 11,Apartment,Rent,Colombo 11,Colombo,"Colombo 11, Colombo",90000,Per Month,1,1,,,400,Newly built apartment with all modern amenities. Swimming pool and gym. Semi Furnished. Located on floor 14.,2026-01-17,Agent,https://properties.lk/apartment/100150,2026-02-22 21:23:18
AD100151,Cinnamon Life – 1 Bedroom Apartment in Wellawatte,Apartment,Sale,Wellawatte,Colombo,"Wellawatte, Colombo",49648000,Total Price,1,1,,,622,Duplex apartment with high ceilings. Premium finishes throughout. Amenities: Gym. Located on floor 39.,2026-01-25,Owner,https://properties.lk/apartment/100151,2026-02-22 21:23:18
AD100152,4 Bedroom Apartment for Sale in Nugegoda,Apartment,Sale,Nugegoda,Colombo,"Nugegoda, Colombo",136062000,Total Price,4,4,,,2042,Budget-friendly apartment near public transport. Well-connected area. Semi Furnished. Amenities: Gym and Pool. Located on floor 37.,2025-08-28,Owner,https://properties.lk/apartment/100152,2026-02-22 21:23:18
AD100153,On320 – 3 Bedroom Apartment in Kaduwela,Apartment,Rent,Kaduwela,Gampaha,"Kaduwela, Gampaha",329000,Per Month,3,3,,,1680,Sea-facing apartment with beach access. Restaurant and spa on-site. Semi Furnished. Amenities: Gym. Located on floor 6.,2026-02-15,Developer,https://properties.lk/apartment/100153,2026-02-22 21:23:18
AD100154,Krrish Square – 3 Bedroom Apartment in Peliyagoda,Apartment,Sale,Peliyagoda,Gampaha,"Peliyagoda, Gampaha",62642000,Total Price,3,3,,,1688,Budget-friendly apartment near public transport. Well-connected area. Parking available. Located on floor 26.,2025-10-22,Developer,https://properties.lk/apartment/100154,2026-02-22 21:23:18
AD100155,Elements – 3 Bedroom Apartment in Kelaniya,Apartment,Rent,Kelaniya,Gampaha,"Kelaniya, Gampaha",262000,Per Month,3,3,,,1459,Penthouse apartment with rooftop terrace. Panoramic city views. Fully Furnished. Located on floor 38.,2025-11-03,Owner,https://properties.lk/apartment/100155,2026-02-22 21:23:18
AD100156,3 Bedroom Apartment for Sale in Colombo 09,Apartment,Sale,Colombo 09,Colombo,"Colombo 09, Colombo",83037000,Total Price,3,2,,,1999,Penthouse apartment with rooftop terrace. Panoramic city views. Amenities: Gym. Located on floor 22.,2026-02-15,Agent,https://properties.lk/apartment/100156,2026-02-22 21:23:18
AD100157,Platinum One Suites – 1 Bedroom Apartment in Dehiwala,Apartment,Sale,Dehiwala,Colombo,"Dehiwala, Colombo",32331000,Total Price,1,1,,,547,Penthouse apartment with rooftop terrace. Panoramic city views. Located on floor 5.,2026-02-04,Agent,https://properties.lk/apartment/100157,2026-02-22 21:23:18
AD100158,3 Bedroom Apartment for Sale in Colombo 04,Apartment,Sale,Colombo 04,Colombo,"Colombo 04, Colombo",103975000,Total Price,3,2,,,1756,Penthouse apartment with rooftop terrace. Panoramic city views. Semi Furnished. Amenities: Gym. Located on floor 32.,2025-10-01,Agent,https://properties.lk/apartment/100158,2026-02-22 21:23:18
AD100159,4 Bedroom Apartment for Rent in Jaffna City,Apartment,Rent,Jaffna City,Jaffna,"Jaffna City, Jaffna",270000,Per Month,4,4,,,2550,Compact studio apartment. Ideal for young professionals. Located on floor 11.,2026-02-20,Developer,https://properties.lk/apartment/100159,2026-02-22 21:23:18
AD100160,Skyline Towers – 4 Bedroom Apartment in Colombo 09,Apartment,Sale,Colombo 09,Colombo,"Colombo 09, Colombo",120328000,Total Price,4,4,,,1554,Budget-friendly apartment near public transport. Well-connected area. Located on floor 30.,2025-11-13,Developer,https://properties.lk/apartment/100160,2026-02-22 21:23:18
AD100161,4 Bedroom Apartment for Rent in Rajagiriya,Apartment,Rent,Rajagiriya,Colombo,"Rajagiriya, Colombo",514000,Per Month,4,4,,,2142,Penthouse apartment with rooftop terrace. Panoramic city views. Parking available. Amenities: Gym. Located on floor 14.,2025-08-28,Owner,https://properties.lk/apartment/100161,2026-02-22 21:23:18
AD100162,4 Bedroom Apartment for Sale in Maharagama,Apartment,Sale,Maharagama,Gampaha,"Maharagama, Gampaha",50762000,Total Price,4,4,,,1678,Newly built apartment with all modern amenities. Swimming pool and gym. Semi Furnished. Amenities: Gym and Pool. Located on floor 10.,2026-01-05,Agent,https://properties.lk/apartment/100162,2026-02-22 21:23:18
AD100163,1 Bedroom Apartment for Sale in Kurunegala City,Apartment,Sale,Kurunegala City,Kurunegala,"Kurunegala City, Kurunegala",7882000,Total Price,1,1,,,542,Compact studio apartment. Ideal for young professionals. Located on floor 30.,2025-10-31,Agent,https://properties.lk/apartment/100163,2026-02-22 21:23:18
AD100164,2 Bedroom Apartment for Sale in Narahenpita,Apartment,Sale,Narahenpita,Colombo,"Narahenpita, Colombo",29807000,Total Price,2,2,,,810,Budget-friendly apartment near public transport. Well-connected area. Amenities: Swimming Pool. Located on floor 28.,2026-01-23,Agent,https://properties.lk/apartment/100164,2026-02-22 21:23:18
AD100165,Elements – 5 Bedroom Apartment in Kochchikade,Apartment,Sale,Kochchikade,Negombo,"Kochchikade, Negombo",97613000,Total Price,5,5,,,2040,Duplex apartment with high ceilings. Premium finishes throughout. Amenities: Swimming Pool. Located on floor 27.,2026-01-22,Owner,https://properties.lk/apartment/100165,2026-02-22 21:23:18
